AU;AF;CR;AB;AR;BE;BN;BP;C1;C3;CA;CL;CT;CY;DA;DE;DI;DT;EA;EF;EI;EM;EP;ER;FU;FX;GA;GP;HO;ID;IS;J9;JI;LA;NR;OA;OI;PA;PD;PG;PI;PM;PN;PT;PU;PY;RI;RP;SC;SE;SN;SO;SP;TC;TI;U1;U2;UT;VL;WC;WE;Z9;C1raw;DB;AU_UN;AU1_UN;AU_UN_NR;SR_FULL;SR
201214001;201214001;;;;;;;PBI;;;;;;31/12/2024;"game; motivasi belajar; kosakata";;;;;;;;;;;;;;"game; motivasi belajar; kosakata";;;;;;;;;20231;;;;;;;2023;;;;;;;;;USING CHARADES GAME TO IMPROVE SEVENTH-GRADE STUDENTS IN SMP SANTO ALOYSIUS TURI MOTIVATION IN LEARNING VOCABULARY;;;;;;;;;;;;;;
201214029;201214029;;;;;;;PBI;;;;;;31/12/2024;"bahan ajar; kecerdasan majemuk; kehidupan spiritual";;;;;;;;;;;;;;"bahan ajar; kecerdasan majemuk; kehidupan spiritual";;;;;;;;;20231;;;;;;;2023;;;;;;;;;DESIGNING AUTHENTIC INSTRUCTION MATERIAL FOR SOLA CANDIDATES BY INTEGRATING MULTIPLE INTELLIGENCE IN NURTURING THE SPIRITUAL LIFE;;;;;;;;;;;;;;
201214036;201214036;;;;;;;PBI;;;;;;31/12/2024;"persepsi; chatgpt; ai; menulis; teks deskriptif";;;;;;;;;;;;;;"persepsi; chatgpt; ai; menulis; teks deskriptif";;;;;;;;;20231;;;;;;;2023;;;;;;;;;ENGLISH LANGUAGE EDUCATION STUDY PROGRAM 6TH SEMESTER STUDENTS' PERCEPTIONS ON THE INFLUENCES OF CHATGPT 3.5 ON WRITING DESCRIPTIVE TEXT;;;;;;;;;;;;;;
201214123;201214123;;;;;;;PBI;;;;;;31/12/2024;"mekanisme coping; strategi coping; realitas psikologis; film";;;;;;;;;;;;;;"mekanisme coping; strategi coping; realitas psikologis; film";;;;;;;;;20231;;;;;;;2023;;;;;;;;;ANALYZING COPING MECHANISMS IN “THE WHALE”: CHARLIE AND ELLIE’S PSYCHOLOGICAL REALISM;;;;;;;;;;;;;;
201214028;201214028;;;;;;;PBI;;;;;;31/12/2024;"berbicara; keterampilan berbicara; bermain peran";;;;;;;;;;;;;;"berbicara; keterampilan berbicara; bermain peran";;;;;;;;;20231;;;;;;;2023;;;;;;;;;IMPROVING STUDENTS’ ENGLISH SPEAKING SKILLS THROUGH ROLE-PLAY IN SMA NEGERI 11 YOGYAKARTA;;;;;;;;;;;;;;
201214128;201214128;;;;;;;PBI;;;;;;31/12/2024;"gender; representasi gender; buku teks";;;;;;;;;;;;;;"gender; representasi gender; buku teks";;;;;;;;;20231;;;;;;;2023;;;;;;;;;GENDER REPRESENTATION IN THE ENGLISH TEXTBOOK ENTITLED BAHASA INGGRIS: WORK IN PROGRESS UNTUK SMA/SMK/MA KELAS X;;;;;;;;;;;;;;
201214130;201214130;;;;;;;PBI;;;;;;31/12/2024;"video; idiom; instagram";;;;;;;;;;;;;;"video; idiom; instagram";;;;;;;;;20231;;;;;;;2023;;;;;;;;;DEVELOPING IDIOM VIDEOS IN SEVERAL CLASS CONTEXTS ON @PBISANATADHARMA INSTAGRAM ACCOUNT;;;;;;;;;;;;;;
201214059;201214059;;;;;;;PBI;;;;;;31/12/2024;"bermain peran; berbicara; keterampilan berbicara";;;;;;;;;;;;;;"bermain peran; berbicara; keterampilan berbicara";;;;;;;;;20231;;;;;;;2023;;;;;;;;;THE USE OF ROLE PLAY IN IMPROVING STUDRNTS' SPEAKING SKILLS AT  JOANNES BOSCO JUNIOR HIGH SCHOOL;;;;;;;;;;;;;;
201214131;201214131;;;;;;;PBI;;;;;;31/12/2024;"kesulitan; kosakata";;;;;;;;;;;;;;"kesulitan; kosakata";;;;;;;;;20231;;;;;;;2023;;;;;;;;;STUDENT'S DIFFICULTIES IN VOCABULARY MASTERY AT FIRST SEMESTER OF ENGLISH LANGUAGE EDUCATION STUDY PROGRAM;;;;;;;;;;;;;;
201214122;201214122;;;;;;;PBI;;;;;;31/12/2024;"persepsi; film; kosakata; telop";;;;;;;;;;;;;;"persepsi; film; kosakata; telop";;;;;;;;;20231;;;;;;;2023;;;;;;;;;STUDENTS’ PERCEPTION OF THE USE OF TOY STORY 4 ENGLISH SUBTITLE IN IMPROVING VOCABULARY MASTERY;;;;;;;;;;;;;;
201214038;201214038;;;;;;;PBI;;;;;;31/12/2024;"persepsi; tiktok; kosakata; percakapan sehari-hari";;;;;;;;;;;;;;"persepsi; tiktok; kosakata; percakapan sehari-hari";;;;;;;;;20231;;;;;;;2023;;;;;;;;;ENGLISH LANGUAGE EDUCATION STUDY PROGRAM STUDENTS' PERCEPTIONS OF @ENGLISHBYGIOVANA TIKTOK ACCOUNT AS MEANS TO INCREASE VOCABULARY ITEMS FOR DAILY CONVERSATION;;;;;;;;;;;;;;
201214066;201214066;;;;;;;PBI;;;;;;31/12/2024;"hiperbola; album musik";;;;;;;;;;;;;;"hiperbola; album musik";;;;;;;;;20231;;;;;;;2023;;;;;;;;;"AN ANALYSIS OF HYPERBOLE IN BRUNO MAJOR'S ""COLUMBO"" ALBUM ";;;;;;;;;;;;;;
201214014;201214014;;;;;;;PBI;;;;;;31/12/2024;"studi psikoanalisis; analisis tokoh; tokoh utama; film";;;;;;;;;;;;;;"studi psikoanalisis; analisis tokoh; tokoh utama; film";;;;;;;;;20231;;;;;;;2023;;;;;;;;;A PSYCHOANALYTICAL STUDY OF A MAIN CHARACTER IN GRETA GERWIG'S BARBIE MOVIE;;;;;;;;;;;;;;
201214154;201214154;;;;;;;PBI;;;;;;31/12/2024;"sosiologi; lagu; broken home";;;;;;;;;;;;;;"sosiologi; lagu; broken home";;;;;;;;;20231;;;;;;;2023;;;;;;;;;A REPRESENTATION OF BROKEN HOME IN GANGGA KUSUMA'S SONG EMPTY HOUSE: A SOCIOLOGICAL APPROACH;;;;;;;;;;;;;;
201214121;201214121;;;;;;;PBI;;;;;;31/12/2024;"tata bahasa; menulis; menulis deskriptif";;;;;;;;;;;;;;"tata bahasa; menulis; menulis deskriptif";;;;;;;;;20231;;;;;;;2023;;;;;;;;;THE EFFECTIVENESS OF USING BBC LEARNING ENGLISH TO IMPROVE ENGLISH LANGUAGE EDUCATION STUDY PROGRAM STUDENTS' GRAMMAR SKILLS IN DESCRIPTIVE WRITING;;;;;;;;;;;;;;
201214053;201214053;;;;;;;PBI;;;;;;31/12/2024;"alih kode; tiktok";;;;;;;;;;;;;;"alih kode; tiktok";;;;;;;;;20231;;;;;;;2023;;;;;;;;;AN ANALYSIS OF CODE-SWITCHING USED ON ALICIA SERENA’S TIKTOK ACCOUNT;;;;;;;;;;;;;;
201214077;201214077;;;;;;;PBI;;;;;;31/12/2024;"modul; modul-el; desainer grafis";;;;;;;;;;;;;;"modul; modul-el; desainer grafis";;;;;;;;;20231;;;;;;;2023;;;;;;;;;DEVELOPING AN ENGLISH LEARNING E-MODULE FOR FREELANCE GRAPHIC DESIGNERS AT SATYA WACANA CHRISTIAN UNIVERSITY;;;;;;;;;;;;;;
201214068;201214068;;;;;;;PBI;;;;;;31/12/2024;"analisis butir soal; membaca; komprehensi";;;;;;;;;;;;;;"analisis butir soal; membaca; komprehensi";;;;;;;;;20231;;;;;;;2023;;;;;;;;;ITEM ANALYSIS OF READING COMPREHENSION QUESTIONS CREATED BY A TEACHER AT SMKN 2 DEPOK, SLEMAN ;;;;;;;;;;;;;;
201214118;201214118;;;;;;;PBI;;;;;;31/12/2024;"kecemasan; kecemasan berbicara";;;;;;;;;;;;;;"kecemasan; kecemasan berbicara";;;;;;;;;20231;;;;;;;2023;;;;;;;;;AN ANALYSIS OF SEMESTER FIVE ENGLISH LANGUAGE EDUCATION STUDY PROGRAM STUDENTS' SPEAKING ANXIETY IN THE CLASSROOM ;;;;;;;;;;;;;;
201214037;201214037;;;;;;;PBI;;;;;;31/12/2024;"sejarah; bom atom; film";;;;;;;;;;;;;;"sejarah; bom atom; film";;;;;;;;;20231;;;;;;;2023;;;;;;;;;A STUDY OF ATOMIC BOMB AS REFLECTED IN THE OPPENHEIMER MOVIE: A HISTORICAL APPROACH;;;;;;;;;;;;;;
201214093;201214093;;;;;;;PBI;;;;;;31/12/2024;"metafora; lagu";;;;;;;;;;;;;;"metafora; lagu";;;;;;;;;20231;;;;;;;2023;;;;;;;;;THE ANALYSIS OF METAPHORICAL EXPRESSIONS IN TAYLOR SWIFT’S SELECTED SONGS;;;;;;;;;;;;;;
201214072;201214072;;;;;;;PBI;;;;;;31/12/2024;"persepsi; kolaborasi; pembelajaran kolaboratif; berpikir kritis";;;;;;;;;;;;;;"persepsi; kolaborasi; pembelajaran kolaboratif; berpikir kritis";;;;;;;;;20231;;;;;;;2023;;;;;;;;;STUDENTS' PERCEPTIONS OF COLLABORATIVE LEARNING IMPLEMENTATION TO DEVELOP CRITICAL THINKING SKILLS IN ENGLISH SUBJECT AT SMAN 1 PRAMBANAN ;;;;;;;;;;;;;;
201214074;201214074;;;;;;;PBI;;;;;;31/12/2024;"daftar kata akademik; menulis; menulis akademik";;;;;;;;;;;;;;"daftar kata akademik; menulis; menulis akademik";;;;;;;;;20231;;;;;;;2023;;;;;;;;;THE USE OF ACADEMIC WORD LIST IN ACADEMIC WRITING BY SIXT-SEMESTER STUDENTS OF ENGLISH LANGUAGE EDUCATION STUDY PROGRAM OF SANATA DHARMA UNIVERSITY ;;;;;;;;;;;;;;
201214063;201214063;;;;;;;PBI;;;;;;31/12/2024;"teknologi; dampak negatif; relasi; manusia; film";;;;;;;;;;;;;;"teknologi; dampak negatif; relasi; manusia; film";;;;;;;;;20231;;;;;;;2023;;;;;;;;;THE NEGATIVE IMPACT OF TECHNOLOGY ON HUMAN  RELATIONSHIPS IN RON’S GONE WRONG MOVIE;;;;;;;;;;;;;;
201214050;201214050;;;;;;;PBI;;;;;;31/12/2024;"aktualisasi diri; identitas ganda; analisis psikologis; film";;;;;;;;;;;;;;"aktualisasi diri; identitas ganda; analisis psikologis; film";;;;;;;;;20231;;;;;;;2023;;;;;;;;;SELF ACTUALIZATION AND DUAL IDENTITY: A PSYCHOLOGICAL ANALYSIS ON DISNEY PIXAR’S LUCA (2021);;;;;;;;;;;;;;
201214060;201214060;;;;;;;PBI;;;;;;31/12/2024;"game; gambar; kosakata";;;;;;;;;;;;;;"game; gambar; kosakata";;;;;;;;;20231;;;;;;;2023;;;;;;;;;THE USE OF A PICTIONARY GAME FOR FOURTH GRADE OF TERUNA BANGSA ELEMENTARY SCHOOL STUDENTS IN IMPROVING THEIR VOCABULARY MASTERY;;;;;;;;;;;;;;
201214004;201214004;;;;;;;PBI;;;;;;31/12/2024;"komunikasi; lintas budaya; berbicara; kepercayaan diri";;;;;;;;;;;;;;"komunikasi; lintas budaya; berbicara; kepercayaan diri";;;;;;;;;20231;;;;;;;2023;;;;;;;;;THE IMPACT OF CROSS-CULTURAL COMMUNICATION ON STUDENTS' ENGLISH SPEAKING CONFINDENCE;;;;;;;;;;;;;;
201214041;201214041;;;;;;;PBI;;;;;;31/12/2024;"motivasi belajar; teks deskriptif; film; film bisu";;;;;;;;;;;;;;"motivasi belajar; teks deskriptif; film; film bisu";;;;;;;;;20231;;;;;;;2023;;;;;;;;;IMPROVING STUDENTS’ MOTIVATION IN LEARNING A DESCRIPTIVE TEXT THROUGH THE SILENT MOVIE  “OGGY AND COCKROACHES” IN SMA N 8 YOGYAKARTA;;;;;;;;;;;;;;
201214095;201214095;;;;;;;PBI;;;;;;31/12/2024;"bahan ajar; berbicara; keterampilan berbicara";;;;;;;;;;;;;;"bahan ajar; berbicara; keterampilan berbicara";;;;;;;;;20231;;;;;;;2023;;;;;;;;;DEVELOPING ENGLISH MATERIALS TO IMPROVE SPEAKING SKILLS OF CATHOLIC FORMATION HOUSE MEMBERS IN YOGYAKARTA;;;;;;;;;;;;;;
201214115;201214115;;;;;;;PBI;;;;;;31/12/2024;"berpikir kritis; refleksi";;;;;;;;;;;;;;"berpikir kritis; refleksi";;;;;;;;;20231;;;;;;;2023;;;;;;;;;DEVELOPING STUDENTS’ CRITICAL THINKING THROUGH STUDENTS’ REFLECTION IN BASIC READING AND WRITING CLASS;;;;;;;;;;;;;;
201214138;201214138;;;;;;;PBI;;;;;;31/12/2024;"duka cita; tahapan berduka; lagu; lirik";;;;;;;;;;;;;;"duka cita; tahapan berduka; lagu; lirik";;;;;;;;;20231;;;;;;;2023;;;;;;;;;THE STAGES OF GRIEF DEPICTION IN LOUIS TOMLINSON’S TWO OF US SONG LYRICS;;;;;;;;;;;;;;
201214088;201214088;;;;;;;PBI;;;;;;31/12/2024;"membaca; komprehensi; analisis butir soal";;;;;;;;;;;;;;"membaca; komprehensi; analisis butir soal";;;;;;;;;20231;;;;;;;2023;;;;;;;;;THE ANALYSIS OF ENGLISH TEACHERS' READING COMPREHENSION QUESTIONS AT MARIA IMMACULATA MARSUDIRINI JUNIOR HIGH SCHOOL TO IMPROVE STUDENTS' CRITICAL THINKING;;;;;;;;;;;;;;
201214071;201214071;;;;;;;PBI;;;;;;31/12/2024;"persepsi; pendahuluan; penutupan; pengajaran";;;;;;;;;;;;;;"persepsi; pendahuluan; penutupan; pengajaran";;;;;;;;;20231;;;;;;;2023;;;;;;;;;THE STUDENTS' PERCEPTION ON THE EFFECTIVENESS OF THEIR OPENING AND CLOSING STRATEGIES IN MICRO TEACHING CLASS;;;;;;;;;;;;;;
201214045;201214045;;;;;;;PBI;;;;;;31/12/2024;"pengalaman hidup; ai; menulis; menulis akademik";;;;;;;;;;;;;;"pengalaman hidup; ai; menulis; menulis akademik";;;;;;;;;20231;;;;;;;2023;;;;;;;;;STUDENT'S LIVED EXPERIENCES IN UTILIZING ARTIFICIAL INTELLIGENCE FOR THESIS WRITING;;;;;;;;;;;;;;
201214137;201214137;;;;;;;PBI;;;;;;31/12/2024;"umpan balik; stimulus; pengajaran";;;;;;;;;;;;;;"umpan balik; stimulus; pengajaran";;;;;;;;;20231;;;;;;;2023;;;;;;;;;STUDENT TEACHERS USE OF FEEDBACK AND THEIR STRATEGIES TO IMPROVE STIMULUS VARIATION SKILLS IN MICRO TEACHING ;;;;;;;;;;;;;;
201214033;201214033;;;;;;;PBI;;;;;;31/12/2024;"hambatan; berbicara; keterampilan berbicara";;;;;;;;;;;;;;"hambatan; berbicara; keterampilan berbicara";;;;;;;;;20231;;;;;;;2023;;;;;;;;;EXPLORING STUDENTS’ INHIBITING FACTORS IN SPEAKING SKILLS AT PLAY PERFORMANCE CLASS;;;;;;;;;;;;;;
201214085;201214085;;;;;;;PBI;;;;;;31/12/2024;"modul; sopir";;;;;;;;;;;;;;"modul; sopir";;;;;;;;;20231;;;;;;;2023;;;;;;;;;DESIGNING A BASIC ENGLISH MODULE FOR DRIVERS AT PT. TRANSPORTASI VELOCITY INDONESIA ;;;;;;;;;;;;;;
201214104;201214104;;;;;;;PBI;;;;;;31/12/2024;"wordwall; berbicara; keterlibatan";;;;;;;;;;;;;;"wordwall; berbicara; keterlibatan";;;;;;;;;20231;;;;;;;2023;;;;;;;;;WORDWALL IMPLEMENTATIONS AS SPEAKING ACTIVITIES TO INCREASE MIDDLE SCHOOL STUDENTS' ENGAGEMENTS IN ENGLISH LESSONS;;;;;;;;;;;;;;
201214047;201214047;;;;;;;PBI;;;;;;31/12/2024;"persepsi; video; mendengarkan; gelar wicara";;;;;;;;;;;;;;"persepsi; video; mendengarkan; gelar wicara";;;;;;;;;20231;;;;;;;2023;;;;;;;;;11TH GRADE STUDENTS’ PERCEPTION OF USING ENGLISH TALK SHOW VIDEOS ON YOUTUBE TO IMPROVE LISTENING SKILLS IN SMA BOPKRI 1 YOGYAKARTA;;;;;;;;;;;;;;
201214032;201214032;;;;;;;PBI;;;;;;31/12/2024;"persepsi; presentasi; perangkat lunak; simulasi; menjelaskan; keterampilan menjelaskan";;;;;;;;;;;;;;"persepsi; presentasi; perangkat lunak; simulasi; menjelaskan; keterampilan menjelaskan";;;;;;;;;20231;;;;;;;2023;;;;;;;;;ELESP STUDENTS’ PERCEPTIONS OF THE USE OF PRESENTATION SOFTWARE IN TEACHING SIMULATIONS TO IMPROVE EXPLAINING SKILLS;;;;;;;;;;;;;;
201214094;201214094;;;;;;;PBI;;;;;;31/12/2024;"persepsi; lagu; mendengarkan; keterampilan mendengarkan";;;;;;;;;;;;;;"persepsi; lagu; mendengarkan; keterampilan mendengarkan";;;;;;;;;20231;;;;;;;2023;;;;;;;;;SENIOR HIGH SCHOOL STUDENTS’ PERCEPTIONS OF THE USE OF ENGLISH SONGS TO IMPROVE THEIR LISTENING SKILLS;;;;;;;;;;;;;;
201214031;201214031;;;;;;;PBI;;;;;;31/12/2024;"analisis biografi; nilai pendidikan; nonfiksi";;;;;;;;;;;;;;"analisis biografi; nilai pendidikan; nonfiksi";;;;;;;;;20231;;;;;;;2023;;;;;;;;;A BIOGRAPHICAL ANALYSIS OF EDUCATIONAL VALUES IN EDUCATED: A MEMOIR BY TARA WESTOVER;;;;;;;;;;;;;;
201214048;201214048;;;;;;;PBI;;;;;;31/12/2024;"persepsi; chatgpt; ai";;;;;;;;;;;;;;"persepsi; chatgpt; ai";;;;;;;;;20231;;;;;;;2023;;;;;;;;;THE PERCEPTION OF STUDENT TEACHER ON TEACHING USING CHAT GPT IN MICRO TEACHING CLASS;;;;;;;;;;;;;;
201214078;201214078;;;;;;;PBI;;;;;;31/12/2024;"persepsi; storytelling; digital; teks naratif; menulis; kompetensi menulis";;;;;;;;;;;;;;"persepsi; storytelling; digital; teks naratif; menulis; kompetensi menulis";;;;;;;;;20231;;;;;;;2023;;;;;;;;;THE TENTH-GRADE VOCATIONAL HIGH SCHOOL STUDENTS' PERCEPTIONS OF USING DIGITAL STORYTELLING TO ENHANCE NARRATIVE TEXT WRITING COMPETENCE;;;;;;;;;;;;;;
201214149;201214149;;;;;;;PBI;;;;;;31/12/2024;"gamifikasi; keterlibatan; keterlibatan perilaku";;;;;;;;;;;;;;"gamifikasi; keterlibatan; keterlibatan perilaku";;;;;;;;;20231;;;;;;;2023;;;;;;;;;EXPLORING THE INFLUENCE OF LOW-TECH GAMIFICATION ON STUDENTS’ BEHAVIORAL ENGAGEMENT IN LEARNING;;;;;;;;;;;;;;
201214146;201214146;;;;;;;PBI;;;;;;31/12/2024;"kesulitan; bahasa inggris";;;;;;;;;;;;;;"kesulitan; bahasa inggris";;;;;;;;;20231;;;;;;;2023;;;;;;;;;EXPLORING INDIGENOUS SOUTH PAPUAN STUDENTS’ DIFFICULTIES AND STRATEGIES IN LEARNING ENGLISH;;;;;;;;;;;;;;
201214152;201214152;;;;;;;PBI;;;;;;31/12/2024;"video; respons kritis";;;;;;;;;;;;;;"video; respons kritis";;;;;;;;;20231;;;;;;;2023;;;;;;;;;EXPLORING PRE-SERVICE ENGLISH TEACHERS' USE OF TED TALK VIDEOS FOR CONSTRUCTING CRITICAL RESPONSES;;;;;;;;;;;;;;
201214142;201214142;;;;;;;PBI;;;;;;31/12/2024;"motivasi; berbicara; game; bermain peran";;;;;;;;;;;;;;"motivasi; berbicara; game; bermain peran";;;;;;;;;20231;;;;;;;2023;;;;;;;;;LEARNERS' MOTIVATION TO SPEAK ENGLISH AFTER PLAYING ROLE-PLAYING GAMES (RPGS);;;;;;;;;;;;;;
201214135;201214135;;;;;;;PBI;;;;;;31/12/2024;"keyakinan; tata bahasa; pengetahuan; kecemasan; kecemasan berbicara";;;;;;;;;;;;;;"keyakinan; tata bahasa; pengetahuan; kecemasan; kecemasan berbicara";;;;;;;;;20231;;;;;;;2023;;;;;;;;;PRE-SERVICE ENGLISH TEACHERS’ BELIEFS ON GRAMMAR KNOWLEDGE AND ITS CONTRIBUTION TO ALLEVIATE SPEAKING ANXIETY;;;;;;;;;;;;;;
201214139;201214139;;;;;;;PBI;;;;;;31/12/2024;"kolaborasi; pembelajaran kolaboratif; keterlibatan; keterlibatan afektif";;;;;;;;;;;;;;"kolaborasi; pembelajaran kolaboratif; keterlibatan; keterlibatan afektif";;;;;;;;;20231;;;;;;;2023;;;;;;;;;THE IMPACT OF COLLABORATIVE LEARNING ON ENGLISH LANGUAGE LEARNING ON ELESP STUDENTS' AFFECTIVE ENGAGEMENT;;;;;;;;;;;;;;
201214124;201214124;;;;;;;PBI;;;;;;31/12/2024;"keterampilan bahasa inggris; sepak bola; penggemar; media sosial; keterlibatan";;;;;;;;;;;;;;"keterampilan bahasa inggris; sepak bola; penggemar; media sosial; keterlibatan";;;;;;;;;20231;;;;;;;2023;;;;;;;;;ANALYZING THE ENGLISH SKILLS OF INDONESIAN FOOTBALL FANS FOR SOCIAL MEDIA SPORTS FAN ENGAGEMENT;;;;;;;;;;;;;;
201214018;201214018;;;;;;;PBI;;;;;;31/12/2024;"pembelajaran berbasis gim; kosakata";;;;;;;;;;;;;;"pembelajaran berbasis gim; kosakata";;;;;;;;;20231;;;;;;;2023;;;;;;;;;THE USE OF GAME-BASED LEARNING TO INCREASE VOCABULARY MASTERY OF SEVENTH-GRADE STUDENTS IN SMP NEGERI 1 KALASAN;;;;;;;;;;;;;;
201214027;201214027;;;;;;;PBI;;;;;;31/12/2024;"umpan balik; pengajaran; keterampilan pengajaran";;;;;;;;;;;;;;"umpan balik; pengajaran; keterampilan pengajaran";;;;;;;;;20231;;;;;;;2023;;;;;;;;;THE IMPACT OF PEER FEEDBACK ON PRE-SERVICE STUDENTS' TEACHING SKILLS IN MICRO-TEACHING COURSE ;;;;;;;;;;;;;;
201214134;201214134;;;;;;;PBI;;;;;;31/12/2024;"persepsi; buku teks";;;;;;;;;;;;;;"persepsi; buku teks";;;;;;;;;20231;;;;;;;2023;;;;;;;;;STUDENTS’ PERCEPTIONS OF THE ENGLISH TEXTBOOK  ‘BAHASA INGGRIS: STOP BULLYING NOW’ FOR ELEVENTH GRADERS;;;;;;;;;;;;;;
201214044;201214044;;;;;;;PBI;;;;;;31/12/2024;"umpan balik; umpan balik sejawat; performa mengajar; pengajaran";;;;;;;;;;;;;;"umpan balik; umpan balik sejawat; performa mengajar; pengajaran";;;;;;;;;20231;;;;;;;2023;;;;;;;;;THE ROLE OF PEER FEEDBACK TO ASSESS STUDENTS' PERFORMANCE IN MICRO-TEACHING CLASS;;;;;;;;;;;;;;
201214107;201214107;;;;;;;PBI;;;;;;31/12/2024;"persepsi; tiktok; berbicara; keterampilan berbicara";;;;;;;;;;;;;;"persepsi; tiktok; berbicara; keterampilan berbicara";;;;;;;;;20231;;;;;;;2023;;;;;;;;;EXPLORING STUDENT PERCEPTIONS: THE IMPACT OF USING THE TIKTOK APPLICATION ON ENGLISH SPEAKING SKILLS OF STUDENTS OF ELESP, SANATA DHARMA UNIVERSITY;;;;;;;;;;;;;;
201214089;201214089;;;;;;;PBI;;;;;;31/12/2024;"umpan balik; menanya; keterampilan menanya";;;;;;;;;;;;;;"umpan balik; menanya; keterampilan menanya";;;;;;;;;20231;;;;;;;2023;;;;;;;;;THE USE OF FEEDBACK IN MICROTEACHING CLASS TO IMPROVE STUDENTS’ QUESTIONING SKILLS;;;;;;;;;;;;;;
201214079;201214079;;;;;;;PBI;;;;;;31/12/2024;"kooperatif; jigsaw; membaca; komprehensi";;;;;;;;;;;;;;"kooperatif; jigsaw; membaca; komprehensi";;;;;;;;;20231;;;;;;;2023;;;;;;;;;THE USE OF JIGSAW TECHNIQUE TO IMPROVE READING COMPREHENSION OF THE ELEVENTH GRADE STUDENTS AT SAINT MICHAEL SENIOR HIGH SCHOOL YOGYAKARTA;;;;;;;;;;;;;;
201214073;201214073;;;;;;;PBI;;;;;;31/12/2024;"umpan balik; penegasan; keterampilan penegasan";;;;;;;;;;;;;;"umpan balik; penegasan; keterampilan penegasan";;;;;;;;;20231;;;;;;;2023;;;;;;;;;THE FEEDBACK IN MICROTEACHING CLASS TO IMPROVE STUDENTS' REINFORCEMENT SKILLS;;;;;;;;;;;;;;
201214026;201214026;;;;;;;PBI;;;;;;31/12/2024;"kepercayaan diri; bermain peran; berbicara";;;;;;;;;;;;;;"kepercayaan diri; bermain peran; berbicara";;;;;;;;;20231;;;;;;;2023;;;;;;;;;BUILDING STUDENTS' SELF-CONFIDENCE IN ENGLISH SPEAKING USING ROLE-PLAY AT SMK KESEHATAN PELITA BANGSA YOGYAKARTA;;;;;;;;;;;;;;
201214056;201214056;;;;;;;PBI;;;;;;31/12/2024;"arkatipe; analisis ucapan";;;;;;;;;;;;;;"arkatipe; analisis ucapan";;;;;;;;;20231;;;;;;;2023;;;;;;;;;THE ANALYSIS OF PAUL EDGECOMB’S UTTERANCES IN THE GREEN MILE FILM BASED ON CARL JUNG'S ARCHETYPES THEORY ;;;;;;;;;;;;;;
211214083;211214083;;;;;;;PBI;;;;;;31/12/2024;"persepsi; umpan balik; menulis; keterampilan menulis";;;;;;;;;;;;;;"persepsi; umpan balik; menulis; keterampilan menulis";;;;;;;;;20231;;;;;;;2023;;;;;;;;;“STUDENTS' PERCEPTION OF FEEDBACK IN IMPROVING THEIR ENGLISH WRITING SKILLS AT SAINT MICHAEL HIGH SCHOOL SLEMAN”;;;;;;;;;;;;;;
191214125;191214125;;;;;;;PBI;;;;;;31/12/2024;"kartu; kata sifat; media; media pembelajaran";;;;;;;;;;;;;;"kartu; kata sifat; media; media pembelajaran";;;;;;;;;20231;;;;;;;2023;;;;;;;;;DESIGNING ADJECTIVE CARD (JECCA)  MEDIA LEARNING FOR LEVEL A1 STUDENTS;;;;;;;;;;;;;;
191214016;191214016;;;;;;;PBI;;;;;;31/12/2024;"kepribadian; perkembangan kepribadian; film";;;;;;;;;;;;;;"kepribadian; perkembangan kepribadian; film";;;;;;;;;20221;;;;;;;2022;;;;;;;;;ANALYSING MICHAEL CORLEONE'S PERSONALITY DEVELOPMENT IN MARIO PUZO'S THE GODFATHER TRILOGY MOVIES;;;;;;;;;;;;;;
181214082;181214082;;;;;;;PBI;;;;;;31/12/2024;"berbicara; keterampilan berbicara; bermain peran";;;;;;;;;;;;;;"berbicara; keterampilan berbicara; bermain peran";;;;;;;;;20231;;;;;;;2023;;;;;;;;;ENHANCING STUDENTS' SPEAKING SKILLS THROUGH ROLE-PLAYING METHOD FOR THE EIGHTH GRADERS OF SMP NEGERI 1 PUNDONG;;;;;;;;;;;;;;
201214016;201214016;;;;;;;PBI;;;;;;31/12/2024;"persepsi; ai; motivasi belajar";;;;;;;;;;;;;;"persepsi; ai; motivasi belajar";;;;;;;;;20231;;;;;;;2023;;;;;;;;;STUDENTS' PERCEPTION OF THE AI IMPACTS ON LANGUAGE LEARNING MOTIVATION;;;;;;;;;;;;;;
201214035;201214035;;;;;;;PBI;;;;;;31/12/2024;"kosakata; flashcard; kartu; cerita; media; media pembelajaran";;;;;;;;;;;;;;"kosakata; flashcard; kartu; cerita; media; media pembelajaran";;;;;;;;;20231;;;;;;;2023;;;;;;;;;INTRODUCING ENGLISH VOCABULARY TO KANISIUS JETIS DEPOK KINDERGARTEN STUDENTS THROUGH THE COMBINATION OF FLASHCARDS AND STORIES AS LEARNING MEDIA;;;;;;;;;;;;;;
201214101;201214101;;;;;;;PBI;;;;;;31/12/2024;"berbicara; keterampilan berbicara; game; permainan; ular tangga";;;;;;;;;;;;;;"berbicara; keterampilan berbicara; game; permainan; ular tangga";;;;;;;;;20231;;;;;;;2023;;;;;;;;;IMPROVING THE SPEAKING SKILLS OF THE 11TH-GRADE STUDENTS AT SAINT MICHAEL YOGYAKARTA UTILIZING THE SNAKES AND LADDERS GAME;;;;;;;;;;;;;;
